Locus,chr,AGPv2_start,AGPv2_end,cM,predict_start,predict_end,Difference
IDP4166,9,"7,202,435","7,203,913",23.1,"5,986,359","7,505,541",-----
TIDP5167,9,"7,311,710","7,312,959",23.1,"5,986,359","7,505,541",-----
IDP8062,9,"7,437,235","7,438,360",23.9,"7,675,543","8,790,194","237,183"
IDP760,9,"7,699,314","7,699,716",23.1,"5,986,359","7,505,541","193,773"
IDP8053,9,"7,727,038","7,728,393",23.1,"5,986,359","7,505,541","221,497"
IDP111,9,"7,770,578","7,772,245",23.1,"5,986,359","7,505,541","265,037"
IDP7264,9,"8,194,864","8,196,136",23.9,"7,675,543","8,790,194",-----
TIDP4624,9,"8,196,082","8,197,344",23.9,"7,675,543","8,790,194",-----
TIDP6175,9,"8,730,345","8,731,151",28.8,"8,110,392","9,587,949",-----
IDP8284,9,"9,444,066","9,447,697",31.7,"8,704,533","11,156,586",-----
c1,9,"9,756,677","9,757,341",31.7,"8,704,533","11,156,586",-----
TIDP3466,9,"9,812,012","9,815,979",31.7,"8,704,533","11,156,586",-----
umc2335,9,"11,063,446","11,067,166",34.1,"9,769,368","11,269,960",-----
IDP1969,9,"11,234,873","11,237,082",35.1,"10,995,096","11,525,297",-----
sh1,9,"11,495,649","11,496,439",36.7,"11,156,687","11,893,352",-----
umc1588,9,"11,530,518","11,530,893",36.7,"11,156,687","11,893,352",-----
umc1967,9,"11,732,339","11,732,810",37.9,"11,686,858","11,893,352",-----
bz1,9,"11,776,976","11,777,254",36.7,"11,156,687","11,893,352",-----
umc1596,9,"11,779,945","11,780,657",38.9,"12,321,738","12,521,172","541,081"
TIDP3336,9,"12,323,292","12,324,396",37.9,"11,686,858","11,893,352","429,940"
TIDP5820,9,"12,359,289","12,360,862",41.4,"12,744,704","13,784,641","383,842"
TIDP5270,9,"12,873,940","12,876,223",38.9,"12,321,738","12,521,172","352,768"
umc1170,9,"13,155,254","13,156,038",41.4,"12,744,704","13,784,641",-----
IDP9006,9,"13,357,808","13,358,738",41.4,"12,744,704","13,784,641",-----
IDP2364,9,"13,662,100","13,666,165",49.7,"13,229,892","14,320,004",-----
TIDP2976,9,"14,154,462","14,156,878",53,"13,641,840","15,431,579",-----
IDP3817,9,"14,199,932","14,201,946",53,"13,641,840","15,431,579",-----
IDP2570,9,"15,055,888","15,056,751",53,"13,641,840","15,431,579",-----
IDP4344,9,"15,104,405","15,105,159",53,"13,641,840","15,431,579",-----
umc2336,9,"15,365,874","15,366,424",53.8,"15,028,657","16,300,467",-----
TIDP3207,9,"15,613,809","15,616,653",53.8,"15,028,657","16,300,467",-----
TIDP2712,9,"15,982,815","15,983,931",53.8,"15,028,657","16,300,467",-----
TIDP3209,9,"16,117,387","16,118,819",53.8,"15,028,657","16,300,467",-----
IDP8586,9,"16,248,608","16,251,531",56.3,"16,300,568","16,842,285","49,037"
IDP3947,9,"16,317,393","16,321,608",53.8,"15,028,657","16,300,467","16,926"
TIDP4653,9,"16,725,067","16,729,982",59.3,"16,241,131","17,094,377",-----
IDP8206,9,"17,004,116","17,006,612",59.3,"16,241,131","17,094,377",-----
TIDP5595,9,"17,086,119","17,089,227",60,"18,071,341","18,358,308","982,114"
IDP4267,9,"17,629,525","17,631,997",59.3,"16,241,131","17,094,377","535,148"
bnlg244,9,"18,040,440","18,041,159",59.3,"16,241,131","17,094,377","946,063"
IDP7833,9,"18,242,776","18,244,427",59.3,"16,241,131","17,094,377","1,148,399"
IDP4038,9,"18,328,194","18,334,060",61.4,"18,537,827","20,791,656","203,767"
IDP8928,9,"18,328,194","18,334,060",60,"18,071,341","18,358,308",-----
bnlg1401,9,"18,561,278","18,562,043",60,"18,071,341","18,358,308","202,970"
TIDP3390,9,"19,159,071","19,164,584",61.4,"18,537,827","20,791,656",-----
IDP7513,9,"19,229,804","19,231,217",61.4,"18,537,827","20,791,656",-----
IDP5912,9,"19,286,354","19,287,464",61.4,"18,537,827","20,791,656",-----
mmp30,9,"20,335,001","20,335,252",61.4,"18,537,827","20,791,656",-----
IDP7329,9,"20,693,173","20,695,293",61.9,"20,253,326","22,113,618",-----
IDP1976,9,"20,745,242","20,746,278",61.9,"20,253,326","22,113,618",-----
IDP529,9,"20,745,826","20,746,274",61.9,"20,253,326","22,113,618",-----
TIDP3100,9,"22,054,469","22,059,478",65.6,"20,660,303","23,556,868",-----
TIDP5788,9,"22,680,066","22,680,841",65.6,"20,660,303","23,556,868",-----
AY109531,9,"23,256,351","23,259,565",65.6,"20,660,303","23,556,868",-----
umc1634,9,"23,454,954","23,455,190",65.6,"20,660,303","23,556,868",-----
umc1258,9,"23,528,205","23,529,536",67,"23,734,195","25,825,747","204,659"
TIDP2931,9,"23,737,445","23,739,417",67,"23,734,195","25,825,747",-----
TIDP9202,9,"23,753,178","23,755,404",67,"23,734,195","25,825,747",-----
AY109570,9,"23,815,315","23,816,419",65.6,"20,660,303","23,556,868","258,447"
IDP3890,9,"24,596,387","24,599,883",67,"23,734,195","25,825,747",-----
TIDP3592,9,"25,818,907","25,820,324",69.2,"24,524,005","26,064,679",-----
lim101,9,"25,906,561","25,907,087",69.2,"24,524,005","26,064,679",-----
TIDP4648,9,"25,921,391","25,923,589",69.6,"25,825,748","27,062,858",-----
TIDP3549,9,"25,925,278","25,928,777",69.6,"25,825,748","27,062,858",-----
TIDP2896,9,"26,620,932","26,625,938",69.6,"25,825,748","27,062,858",-----
mmp170b,9,"26,708,519","26,709,137",69.6,"25,825,748","27,062,858",-----
IDP6612,9,"26,822,834","26,827,836",69.6,"25,825,748","27,062,858",-----
IDP8295,9,"26,998,100","27,000,421",70.5,"26,822,048","27,062,858",-----
IDP8457,9,"27,010,139","27,011,016",71.2,"26,961,864","27,062,858",-----
IDP9071,9,"27,011,615","27,012,852",71.9,"27,128,668","28,438,487","115,816"
IDP3828,9,"27,014,179","27,016,923",71.9,"27,128,668","28,438,487","111,745"
IDP1681,9,"27,224,393","27,225,725",73.2,"26,961,864","31,546,282",-----
IDPCP74286,9,"28,193,354","28,194,939",75.7,"48,960,217","59,176,594","20,765,278"
TIDP5397,9,"28,379,860","28,380,702",75.7,"48,960,217","59,176,594","20,579,515"
TIDP6226,9,"28,392,078","28,393,180",75.7,"48,960,217","59,176,594","20,567,037"
TIDP2726,9,"28,394,659","28,401,811",75.7,"48,960,217","59,176,594","20,558,406"
umc2338,9,"28,399,184","28,399,677",71.2,"26,961,864","27,062,858","1,336,326"
IDP4151,9,"28,422,970","28,424,168",73.2,"26,961,864","31,546,282",-----
TIDP6547,9,"28,505,158","28,507,533",75.7,"48,960,217","59,176,594","20,452,684"
IDP248,9,"28,612,112","28,612,561",73.2,"26,961,864","31,546,282",-----
TIDP7146,9,"30,077,928","30,078,963",75.7,"48,960,217","59,176,594","18,881,254"
IDP8629,9,"31,536,152","31,538,554",74.6,"28,056,841","28,690,009","2,846,143"
TIDP5412,9,"31,908,137","31,908,918",75.7,"48,960,217","59,176,594","17,051,299"
IDP8189,9,"32,337,220","32,338,312",75.7,"48,960,217","59,176,594","16,621,905"
TIDP5394,9,"32,599,596","32,601,351",75.7,"48,960,217","59,176,594","16,358,866"
IDP4218,9,"33,366,366","33,368,842",74.6,"28,056,841","28,690,009","4,676,357"
TIDP3730,9,"33,712,107","33,713,170",75.7,"48,960,217","59,176,594","15,247,047"
TIDP5589,9,"35,691,142","35,695,547",75.7,"48,960,217","59,176,594","13,264,670"
TIDP6320,9,"35,913,886","35,915,882",75.7,"48,960,217","59,176,594","13,044,335"
IDP5071,9,"37,132,152","37,134,369",74.6,"28,056,841","28,690,009","8,442,143"
IDP7995,9,"37,135,018","37,139,220",75.7,"48,960,217","59,176,594","11,820,997"
TIDP4632,9,"37,284,158","37,285,611",75.7,"48,960,217","59,176,594","11,674,606"
IDP7865,9,"39,347,753","39,351,764",75.7,"48,960,217","59,176,594","9,608,453"
IDP8493,9,"39,403,724","39,404,878",75.7,"48,960,217","59,176,594","9,555,339"
TIDP5388,9,"39,440,196","39,441,023",75.7,"48,960,217","59,176,594","9,519,194"
TIDP3766,9,"40,209,737","40,212,022",75.7,"48,960,217","59,176,594","8,748,195"
TIDP6523,9,"41,068,414","41,070,122",74.6,"28,056,841","28,690,009","12,378,405"
TIDP2769,9,"41,751,334","41,755,531",75.7,"48,960,217","59,176,594","7,204,686"
TIDP7067,9,"42,437,285","42,439,352",75.7,"48,960,217","59,176,594","6,520,865"
TIDP2655,9,"42,834,922","42,837,487",75.7,"48,960,217","59,176,594","6,122,730"
TIDP6503,9,"43,236,684","43,238,078",75.7,"48,960,217","59,176,594","5,722,139"
IDP8462,9,"43,239,747","43,241,736",75.7,"48,960,217","59,176,594","5,718,481"
IDP2406,9,"43,286,765","43,288,885",74.6,"28,056,841","28,690,009","14,596,756"
IDP4909,9,"43,686,302","43,687,680",75.7,"48,960,217","59,176,594","5,272,537"
IDP780b,9,"44,336,141","44,336,579",75.7,"48,960,217","59,176,594","4,623,638"
IDP4892,9,"44,435,903","44,437,487",74.6,"28,056,841","28,690,009","15,745,894"
IDP4716,9,"45,293,779","45,295,786",75.7,"48,960,217","59,176,594","3,664,431"
IDP6853,9,"45,578,948","45,580,852",75.7,"48,960,217","59,176,594","3,379,365"
IDP6068,9,"46,597,571","46,598,965",75.7,"48,960,217","59,176,594","2,361,252"
IDP4931,9,"48,039,982","48,041,432",75.7,"48,960,217","59,176,594","918,785"
IDP8571,9,"48,392,519","48,395,006",75.7,"48,960,217","59,176,594","565,211"
TIDP3022,9,"49,019,703","49,021,359",75.7,"48,960,217","59,176,594",-----
umc81,9,"49,039,036","49,039,937",74.6,"28,056,841","28,690,009","20,349,027"
TIDP6440,9,"51,033,975","51,035,556",75.7,"48,960,217","59,176,594",-----
IDP4451,9,"58,755,098","58,756,875",75.7,"48,960,217","59,176,594",-----
IDP7692,9,"59,097,054","59,098,603",76.4,"80,741,167","87,959,031","21,642,564"
IDP375,9,"59,588,091","59,593,848",75.7,"48,960,217","59,176,594","411,497"
TIDP4629,9,"59,939,884","59,942,452",75.7,"48,960,217","59,176,594","763,290"
IDP4169,9,"59,945,302","59,946,725",75.7,"48,960,217","59,176,594","768,708"
IDP6747,9,"60,022,187","60,023,217",75.7,"48,960,217","59,176,594","845,593"
IDP6916,9,"61,154,282","61,157,814",75.7,"48,960,217","59,176,594","1,977,688"
IDP7534,9,"62,256,847","62,259,236",75.7,"48,960,217","59,176,594","3,080,253"
IDP5974,9,"63,396,502","63,397,679",75.7,"48,960,217","59,176,594","4,219,908"
TIDP6482,9,"63,483,048","63,484,259",75.7,"48,960,217","59,176,594","4,306,454"
TIDP7056,9,"63,684,251","63,686,437",75.7,"48,960,217","59,176,594","4,507,657"
IDP5965,9,"64,645,186","64,646,671",75.7,"48,960,217","59,176,594","5,468,592"
IDPCP85049,9,"65,895,215","65,897,132",75.7,"48,960,217","59,176,594","6,718,621"
IDP6582,9,"65,957,019","65,959,026",75.7,"48,960,217","59,176,594","6,780,425"
IDP6584,9,"65,960,465","65,961,609",75.7,"48,960,217","59,176,594","6,783,871"
TIDP7057,9,"66,923,310","66,925,355",75.7,"48,960,217","59,176,594","7,746,716"
IDP7966,9,"67,489,633","67,492,416",75.7,"48,960,217","59,176,594","8,313,039"
IDP4894,9,"72,191,809","72,192,849",75.7,"48,960,217","59,176,594","13,015,215"
TIDP6148,9,"77,631,433","77,632,196",76.4,"80,741,167","87,959,031","3,108,971"
IDP7029,9,"78,122,318","78,123,397",76.4,"80,741,167","87,959,031","2,617,770"
IDP256,9,"80,687,081","80,689,858",75.7,"48,960,217","59,176,594","21,510,487"
IDP4461,9,"80,813,494","80,814,451",75.7,"48,960,217","59,176,594","21,636,900"
TIDP6705,9,"81,824,171","81,827,199",76.4,"80,741,167","87,959,031",-----
TIDP3530,9,"82,280,062","82,284,474",76.4,"80,741,167","87,959,031",-----
TIDP5827,9,"82,884,884","82,886,255",76.4,"80,741,167","87,959,031",-----
IDP7012,9,"82,993,036","82,994,847",76.4,"80,741,167","87,959,031",-----
TIDP5246,9,"86,862,877","86,864,719",76.4,"80,741,167","87,959,031",-----
IDP709,9,"87,061,134","87,067,275",76.4,"80,741,167","87,959,031",-----
IDP7566,9,"87,824,485","87,825,685",78,"88,258,013","90,030,220","432,328"
IDP4177,9,"88,043,970","88,045,329",78,"88,258,013","90,030,220","212,684"
IDP6779,9,"88,187,630","88,188,745",78,"88,258,013","90,030,220","69,268"
IDP523,9,"88,302,191","88,303,020",76.4,"80,741,167","87,959,031","343,160"
TIDP8796,9,"88,523,710","88,526,247",78,"88,258,013","90,030,220",-----
IDP3862,9,"88,985,267","88,987,688",78,"88,258,013","90,030,220",-----
umc2339,9,"89,923,716","89,924,454",78.7,"95,364,262","96,247,821","5,439,808"
umc1271,9,"89,923,716","89,924,454",78.7,"95,364,262","96,247,821","5,439,808"
IDP717,9,"89,969,800","89,972,343",78.7,"95,364,262","96,247,821","5,391,919"
IDP5968b,9,"89,978,931","89,980,299",78.7,"95,364,262","96,247,821","5,383,963"
IDP1984,9,"90,366,169","90,368,047",78,"88,258,013","90,030,220","335,949"
IDP7431,9,"91,043,356","91,045,049",78.7,"95,364,262","96,247,821","4,319,213"
TIDP6434,9,"93,815,207","93,816,361",78.7,"95,364,262","96,247,821","1,547,901"
IDP6956,9,"95,445,885","95,447,152",78,"88,258,013","90,030,220","5,415,665"
TIDP8787,9,"96,000,122","96,001,140",78.7,"95,364,262","96,247,821",-----
IDP7298,9,"96,188,101","96,189,728",79.4,"95,980,842","98,435,086",-----
IDP8628,9,"96,192,069","96,199,121",79.4,"95,980,842","98,435,086",-----
IDP312,9,"96,225,479","96,226,308",79.4,"95,980,842","98,435,086",-----
IDP4130,9,"96,308,946","96,309,867",79.4,"95,980,842","98,435,086",-----
TIDP3527,9,"98,281,629","98,283,904",80.1,"96,247,822","98,531,838",-----
IDP5001,9,"98,504,277","98,505,284",82,"98,238,970","99,491,802",-----
umc2087,9,"99,019,563","99,020,122",82,"98,238,970","99,491,802",-----
IDP6933,9,"99,020,059","99,021,417",82,"98,238,970","99,491,802",-----
AY103770,9,"99,415,364","99,416,362",83,"100,724,532","103,372,611","1,308,170"
IDP7346,9,"99,440,646","99,441,531",82.5,"99,320,815","100,724,531",-----
TIDP3051,9,"100,308,861","100,310,927",82.5,"99,320,815","100,724,531",-----
AW257883,9,"100,609,365","100,611,669",82,"98,238,970","99,491,802","1,117,563"
TIDP2910,9,"100,682,524","100,686,397",82.5,"99,320,815","100,724,531",-----
TIDP2768,9,"100,740,171","100,742,183",83.5,"99,320,815","103,153,206",-----
IDP8749,9,"101,258,481","101,260,593",82.5,"99,320,815","100,724,531","533,950"
IDP8608,9,"101,431,282","101,433,207",82.5,"99,320,815","100,724,531","706,751"
IDP8578,9,"101,976,148","101,979,385",82.5,"99,320,815","100,724,531","1,251,617"
TIDP6466,9,"102,140,463","102,142,487",82.5,"99,320,815","100,724,531","1,415,932"
umc1267,9,"102,440,132","102,441,499",82.5,"99,320,815","100,724,531","1,715,601"
IDP9125,9,"102,784,286","102,789,918",82.5,"99,320,815","100,724,531","2,059,755"
IDP8344,9,"102,822,813","102,824,220",82.5,"99,320,815","100,724,531","2,098,282"
IDP7283,9,"102,961,559","102,964,261",82.5,"99,320,815","100,724,531","2,237,028"
IDP4433,9,"103,068,360","103,071,194",84.5,"103,870,914","105,136,984","799,720"
TIDP2779,9,"103,246,918","103,248,432",83.5,"99,320,815","103,153,206","93,712"
IDP7394,9,"103,346,847","103,348,177",82.5,"99,320,815","100,724,531","2,622,316"
IDP6061,9,"103,871,332","103,872,290",83.5,"99,320,815","103,153,206","718,126"
IDP4338,9,"105,078,001","105,079,756",85.3,"102,987,966","105,623,495",-----
TIDP5799,9,"105,516,735","105,519,844",86,"104,984,340","107,886,188",-----
IDP4542,9,"105,563,388","105,564,355",86,"104,984,340","107,886,188",-----
IDP8093,9,"107,795,852","107,796,949",86,"104,984,340","107,886,188",-----
TIDP2893,9,"107,796,080","107,797,073",86.4,"107,755,624","109,823,040",-----
IDP4104,9,"109,659,179","109,660,488",87.5,"110,284,273","113,013,687","623,785"
IDP4492,9,"109,660,598","109,662,428",86.8,"107,755,624","109,823,040",-----
IDP809,9,"110,317,833","110,321,330",86.8,"107,755,624","109,823,040","494,793"
TIDP5247,9,"110,655,005","110,658,597",87.5,"110,284,273","113,013,687",-----
IDP8688,9,"110,855,159","110,857,407",87.5,"110,284,273","113,013,687",-----
TMR44,9,"110,986,702","110,990,701",87.5,"110,284,273","113,013,687",-----
bnlg1159b,9,"112,448,583","112,449,108",88.9,"113,013,688","114,237,340","564,580"
TIDP3017,9,"112,950,381","112,950,791",88.5,"110,961,437","112,582,716","367,665"
IDP665,9,"113,057,787","113,059,703",88.5,"110,961,437","112,582,716","475,071"
IDP6873,9,"114,176,491","114,180,084",91.7,"112,385,008","114,237,340",-----
IDP8958,9,"114,194,951","114,196,185",92.4,"115,519,913","118,761,959","1,323,728"
IDP6031,9,"114,922,142","114,924,206",92.4,"115,519,913","118,761,959","595,707"
TIDP2939,9,"115,493,318","115,497,914",92.4,"115,519,913","118,761,959","21,999"
IDP8678,9,"115,561,122","115,562,946",91.7,"112,385,008","114,237,340","1,323,782"
IDP6780,9,"117,308,973","117,309,702",92.4,"115,519,913","118,761,959",-----
IDP4307,9,"118,713,558","118,715,428",93.2,"117,216,009","120,534,853",-----
IDP9064,9,"119,122,588","119,141,319",93.2,"117,216,009","120,534,853",-----
TIDP6215,9,"119,475,812","119,477,726",93.2,"117,216,009","120,534,853",-----
IDP4715,9,"119,489,589","119,490,521",93.2,"117,216,009","120,534,853",-----
IDP8733,9,"120,226,926","120,229,941",93.2,"117,216,009","120,534,853",-----
IDP7946,9,"120,512,615","120,513,747",94,"120,201,753","121,721,235",-----
TIDP2890,9,"120,745,434","120,750,279",94,"120,201,753","121,721,235",-----
umc1120,9,"121,585,452","121,586,131",94.5,"120,655,865","124,121,226",-----
IDPCP55749,9,"121,617,530","121,619,400",94.5,"120,655,865","124,121,226",-----
TIDP6358,9,"121,810,743","121,812,323",94.5,"120,655,865","124,121,226",-----
IDP9115,9,"122,088,755","122,090,630",94.5,"120,655,865","124,121,226",-----
AY109764,9,"122,199,062","122,199,810",94.5,"120,655,865","124,121,226",-----
mmp96,9,"122,590,840","122,592,176",94.5,"120,655,865","124,121,226",-----
IDP756,9,"122,826,736","122,831,020",94.5,"120,655,865","124,121,226",-----
TIDP2933,9,"123,408,320","123,411,207",94.5,"120,655,865","124,121,226",-----
IDP6026,9,"123,775,686","123,776,989",95.5,"124,867,096","125,433,649","1,090,107"
TIDP5783,9,"124,038,794","124,039,846",95,"123,320,346","123,867,564","171,230"
TIDP6316,9,"124,149,733","124,151,710",95,"123,320,346","123,867,564","282,169"
IDP7556,9,"124,235,001","124,236,192",95,"123,320,346","123,867,564","367,437"
umc38c,9,"124,251,059","124,251,796",95,"123,320,346","123,867,564","383,495"
TIDP2944,9,"124,265,126","124,266,260",95.5,"124,867,096","125,433,649","600,836"
IDP1441,9,"124,520,047","124,521,141",95.5,"124,867,096","125,433,649","345,955"
IDP8972,9,"124,917,653","124,918,947",95,"123,320,346","123,867,564","1,050,089"
IDP8653,9,"124,957,491","124,959,056",95.5,"124,867,096","125,433,649",-----
TIDP3699,9,"125,168,308","125,173,812",95.5,"124,867,096","125,433,649",-----
IDP6601,9,"125,379,721","125,381,366",96.2,"125,151,607","127,011,266",-----
umc95,9,"126,933,130","126,933,789",96.2,"125,151,607","127,011,266",-----
IDP7364,9,"126,998,738","127,000,318",97.4,"127,195,508","128,465,168","195,190"
IDP3967,9,"127,001,978","127,003,577",96.2,"125,151,607","127,011,266",-----
IDP6035,9,"127,162,357","127,164,157",96.2,"125,151,607","127,011,266","151,091"
IDP7954,9,"127,208,942","127,212,702",96.2,"125,151,607","127,011,266","197,676"
IDP8044,9,"127,501,444","127,503,234",97.4,"127,195,508","128,465,168",-----
IDP7825,9,"127,859,356","127,862,254",97.4,"127,195,508","128,465,168",-----
TIDP6395,9,"128,308,661","128,309,555",100.5,"127,743,532","128,786,194",-----
IDP3975,9,"128,456,205","128,458,306",100.5,"127,743,532","128,786,194",-----
IDP2469,9,"128,657,230","128,660,933",101.2,"128,306,911","133,595,334",-----
TIDP5663,9,"128,774,584","128,776,560",101.2,"128,306,911","133,595,334",-----
TIDP4605,9,"130,488,236","130,489,201",101.2,"128,306,911","133,595,334",-----
IDP534,9,"130,851,261","130,852,856",101.2,"128,306,911","133,595,334",-----
mmp179,9,"130,918,144","130,918,921",101.2,"128,306,911","133,595,334",-----
TIDP5153,9,"130,918,518","130,921,308",101.2,"128,306,911","133,595,334",-----
TIDP5562,9,"131,163,824","131,165,811",101.2,"128,306,911","133,595,334",-----
IDP6058,9,"131,385,128","131,385,821",101.2,"128,306,911","133,595,334",-----
TIDP7132,9,"131,519,175","131,522,408",101.2,"128,306,911","133,595,334",-----
IDP300,9,"131,570,157","131,573,097",101.2,"128,306,911","133,595,334",-----
IDP1631b,9,"131,582,314","131,589,034",101.2,"128,306,911","133,595,334",-----
TIDP7084,9,"131,879,201","131,880,103",101.2,"128,306,911","133,595,334",-----
